Id	DR	L	WP	W	SL	SW	P
L912_04	3.53	9.95	5.26	8.97	2.12	3.55	2
L912_05	3.13	11.14	6.73	8.81	NaN	NaN	2
L912_06	3	10.53	5.57	9.38	2.42	3.41	2
L912_07	3.06	11.6	5.28	9.03	NaN	NaN	2
L912_08	3.53	9.97	5.64	9.64	NaN	NaN	2
L912_09	3	9.59	4.18	8.41	NaN	NaN	2
L912_10	2.84	9.84	5.14	8.98	NaN	NaN	2
M201_01	2.13	11.39	6.17	7.55	NaN	NaN	1
M201_02	1.81	10.53	7.1	6.89	NaN	NaN	1
M201_03	2	12.12	7.04	7.46	NaN	NaN	1
M201_04	2.16	11.14	7.35	7.71	NaN	NaN	1
M201_05	2.29	11.49	7.19	7.64	NaN	NaN	1
M201_06	2.14	10.72	6.79	6.79	2.12	2.31	1
M201_07	1.53	12.24	6.7	7.92	NaN	NaN	1
M201_08	2.23	10.9	6.04	7.4	2.73	3.47	1
M201_09	1.89	8.99	4.54	6.8	NaN	NaN	1
M201_10	1.82	10.39	4.95	7.4	NaN	NaN	1
M202_01	2.62	10.07	5.92	9.48	NaN	NaN	1
M202_02	2.23	10.09	5.56	8.68	NaN	NaN	1
M202_03	1.88	9.34	5.36	9.01	NaN	NaN	1
M202_04	1.87	7.53	4.03	7.7	NaN	NaN	1
M202_05	1.86	8.29	3.96	7.76	NaN	NaN	1
M202_06	2.21	7.46	3.66	7.07	NaN	NaN	1
M202_07	2.26	8.37	4.58	7.94	NaN	NaN	1
M202_08	2.27	7.33	3.67	8.12	NaN	NaN	1
M202_09	2.36	8.7	4.16	8.09	NaN	NaN	1
M202_10	2.38	8.55	4.16	7.81	NaN	NaN	1
M203_01	2.08	9.1	4.89	8.34	1.78	2.38	1
M203_02	1.81	8.09	4.19	7.84	NaN	NaN	1
M203_03	2.12	9.01	3.96	7.62	2.57	2.4	1
M203_04	2.11	8.08	4.09	7.16	2.44	2.34	1
M203_05	1.85	7.99	4.13	6.97	NaN	NaN	1
M203_06	2.1	8.08	3.85	7.36	NaN	NaN	1
M203_07	2.18	7.9	4.08	7.45	2.53	2.9	1
M203_08	1.86	8.56	4.33	6.74	1.8	2.27	1
M203_09	2.04	8.07	3.65	7.16	NaN	NaN	1
M203_10	2.3	8.63	4.8	7.53	2.12	2.65	1
M204_01	2.83	10.96	5.61	8.57	3.08	3.11	1
M204_02	2.46	10	5.92	7.99	NaN	NaN	1
M204_03	1.86	8.58	4.01	7.72	NaN	NaN	1
M204_04	2.19	10.15	5.33	8.43	NaN	NaN	1
M204_05	1.92	9.99	5.59	8.08	NaN	NaN	1
M204_06	2.38	9.3	5.79	7.32	NaN	NaN	1
M204_07	2.4	9.76	5.12	7.33	NaN	NaN	1
M204_08	2.03	10.27	5.43	8.09	NaN	NaN	1
M204_09	2.04	8.1	5.13	6.61	NaN	NaN	1
M204_10	2.02	9.86	5.02	8.25	NaN	NaN	1
M205_01	2.59	10.81	6.33	7.27	NaN	NaN	1
M205_02	2.33	9.18	4.76	6.61	4.08	4.31	1
M205_03	2.37	8.34	4.97	6.74	3.28	2.95	1
M205_04	2.56	8.17	3.93	6.05	3.32	2.93	1
M205_05	2.28	10.99	5.94	7.32	NaN	NaN	1
M205_06	2.58	9.8	5.27	7.08	NaN	NaN	1
M205_07	2.55	9.44	4.65	6.78	2.81	3.11	1
M205_08	2.5	10.3	5.58	6.67	2.5	3.06	1
M205_09	2.79	9.25	4.99	7.65	2.74	3.32	1
M205_10	2.48	10.17	5.59	7.2	3.98	3.1	1
M206_01	2.47	8.75	4.56	6.57	2.64	2.69	1
M206_02	2.42	8.8	3.65	6.71	NaN	NaN	1
M206_03	2.16	9.76	3.86	8.05	2.61	2.55	1
M206_04	2.46	9.77	3.94	7.45	NaN	NaN	1
M206_05	2.51	9.65	4.98	8.42	NaN	NaN	1
M206_06	2.26	8.38	4.26	7.27	2.55	3.41	1
M206_07	1.85	10.18	4.66	8.96	NaN	NaN	1
M206_08	2.29	9.02	4.7	7.85	2.73	2.61	1
M206_09	2.39	9.39	4.79	8.09	NaN	NaN	1
M206_10	2.4	8.52	4.09	7.76	NaN	NaN	1
M207_01	2.53	7.75	3	9.36	NaN	NaN	1
M207_02	2.16	8.3	4.33	8.78	NaN	NaN	1
M207_03	2.37	7.28	3.8	8.65	NaN	NaN	1
M207_04	2.32	8.37	4.78	9.28	NaN	NaN	1
M207_05	2.33	8.16	4.64	8.64	NaN	NaN	1
M207_06	2.18	8.45	4.41	7.9	NaN	NaN	1
M207_07	2.18	7.47	4.44	8.1	NaN	NaN	1
M207_08	2.36	8.36	4.92	8.19	2.24	2.31	1
M207_09	2.38	8.32	4.26	8.46	NaN	NaN	1
M207_10	2.52	8.03	4.35	8.52	NaN	NaN	1
M208_01	2.48	9.72	5.04	8.36	2.47	2.34	1
M208_02	2.47	9.78	5.64	8.47	NaN	NaN	1
M208_03	2.37	8.51	4.8	7.88	NaN	NaN	1
M208_04	2.72	8.16	4.4	7.56	2.64	2.43	1
M208_05	1.95	7.94	4.27	7.25	NaN	NaN	1
M208_06	1.95	6.96	4.43	7.12	NaN	NaN	1
M208_07	2.32	8.01	5.1	8.55	NaN	NaN	1
M208_08	2.32	8.08	4.67	8.24	2.76	2.93	1
M208_09	2.5	7.92	4.17	7.31	1.93	2.55	1
M208_10	2.53	7.7	5.35	7.91	1.92	2.69	1
M209_01	1.97	8.47	4.3	7.22	NaN	NaN	NaN
M209_02	2.09	7.79	4	7.16	NaN	NaN	NaN
M209_03	1.84	8.37	4.41	7.34	NaN	NaN	NaN
M209_04	2.11	8.53	4.92	7.01	NaN	NaN	NaN
M209_05	2.14	8.4	4.39	7.22	NaN	NaN	NaN
M209_06	2.1	8.6	4.3	7.57	NaN	NaN	NaN
M209_07	2.22	8.65	4.48	7.07	NaN	NaN	NaN
M209_08	1.83	8.21	4.22	6.76	NaN	NaN	NaN
M209_09	1.98	8.27	5	7.78	NaN	NaN	NaN
M209_10	1.86	8.14	3.97	6.79	NaN	NaN	NaN
M210_01	2.14	8.23	3.57	6.5	1.97	2.58	1
M210_02	2.26	8.7	3.26	7.13	2.9	3.03	1
M210_03	2.3	7.62	3.7	6.89	NaN	NaN	1
M210_04	2.21	8.56	3.66	7.28	NaN	NaN	1
M210_05	2.02	8.55	4.16	6.72	NaN	NaN	1
M210_06	2.28	8.19	4.18	6.98	NaN	NaN	1
M210_07	2.34	8.53	3.72	6.54	NaN	NaN	1
M210_08	2.1	8.67	4.16	6.69	NaN	NaN	1
M210_09	2.46	8.26	3.6	6.63	NaN	NaN	1
M210_10	2.25	8.86	3.88	7.27	2.83	3.02	1
M310_01	2.5	11.01	6.37	8.08	NaN	NaN	1
M311_01	2.56	9.89	4.93	8.81	NaN	NaN	1
M311_02	2.42	8.71	5.54	7.84	NaN	NaN	1
M311_03	2.67	9.92	5.44	9.3	NaN	NaN	1
M311_04	2.34	11.07	7.63	7.36	NaN	NaN	1
M311_05	1.94	9.45	5.74	7.01	NaN	NaN	1
M311_06	2.22	10.72	5.36	7.39	NaN	NaN	1
M311_07	2.44	11.22	5.96	9.14	2.95	3.23	1
M311_08	2.4	NaN	NaN	NaN	NaN	NaN	1
M311_09	NaN	10.99	5.74	9.26	NaN	NaN	NaN
M501_01	2.02	9.39	5.04	8.24	NaN	NaN	1
M501_02	2.65	9.42	4.54	8.59	NaN	NaN	1
M501_03	2.09	6.61	3.04	5.55	1.3	2	1
M501_04	2.62	7.81	4.34	6.03	2.05	2.68	1
M501_05	2.48	10.57	5.08	8.75	NaN	NaN	1
M501_06	2.39	9.33	3.93	7.64	1.89	2.79	1
M501_07	2.28	7.69	4.22	6.55	1.92	1.86	1
M501_08	2.07	6.86	3.62	6.17	2.21	2.06	1
M501_09	2.24	8.85	3.86	7.09	NaN	NaN	1
M501_10	1.85	7.31	4.12	5.52	2.26	2.03	1
M601_01	2.92	10.76	5.08	8.44	NaN	NaN	1
M601_02	2.9	10.08	5.41	8.43	2.46	3.4	1
M601_03	3.36	11.58	5.42	9.5	2.61	3.29	1
M601_04	2.93	9.86	5.74	7.8	2.8	3.41	1
M601_05	2.29	10.5	5.07	8.86	NaN	NaN	2
M601_06	2.63	10.4	4.62	8.73	NaN	NaN	1
M601_07	2.61	9.9	4.51	7.97	NaN	NaN	1
M601_08	2.56	10.33	4.67	8.21	3.31	3.1	1
M601_09	2.82	8.4	4.3	6.33	2.42	3.22	1
M601_10	2.83	10.26	4.66	8.28	2.6	3.48	1
M701_01	2.99	9.55	4.46	8.09	2.92	3.01	1
M701_02	3.06	11.79	6.24	8.43	2.86	3.12	1
M701_03	3.57	11.52	6.35	8.49	3.27	3.66	1
M701_04	3.26	11.62	4.93	8.62	2.54	3.2	1
M701_05	2.58	9.82	4.19	7.82	2.91	3.05	1
M701_06	2.53	10.4	5.38	7.05	2.45	3.18	1
M701_07	2.06	9.9	4.31	6.55	2.15	2.79	1
M701_08	2.83	11.21	6.24	8.55	2.6	2.95	1
M702_01	3.27	10.88	5.25	9.24	2.11	2.61	1
M702_02	3.17	10.91	4.63	9.35	3.18	3.31	1
M702_03	3.08	10.66	4.84	8.76	2.29	2.73	1
M702_04	3.4	9.93	4.32	8.57	2.51	3.17	1
M702_05	3.19	11.25	5.16	8.99	NaN	NaN	1
M702_06	3.36	11.4	6.57	9.45	2.48	2.86	1
M702_07	3.18	10.23	5.15	8.36	2.39	3.33	1
M702_08	3.19	11.42	5.15	8.27	2.52	2.53	1
M702_09	2.67	10.41	5.13	8.38	NaN	NaN	1
M702_10	3.08	10.5	5.14	9.21	2.8	3.36	1
M703_01	3.1	12.21	6.44	9.91	2.78	2.96	1
M703_02	3.11	12.45	6	10.77	2.84	3.01	1
M703_03	3.26	12.14	6.14	10.04	2.7	2.78	1
M703_04	2.84	9.92	4.12	8.83	1.97	2.92	1
M703_05	2.86	10.46	3.96	8.33	2.26	3.2	1
M704_01	3.01	13.49	6.71	10.34	1.67	1.76	1
M704_02	3.86	13.42	5.51	9.92	2	1.9	1
M704_03	3.8	13.84	6.73	10.17	2.4	2.03	1
M704_04	3.66	12.74	5.2	9.69	2.4	2.58	1
M704_05	3.14	12.37	4.72	9.02	NaN	NaN	1
M704_06	3.67	10.67	3.94	9.14	2.12	2.43	1
M704_07	3.66	13.77	6.66	9.87	2.01	2.28	1
M704_08	3.44	12.15	5.2	8.9	2.31	1.91	1
M704_09	3.56	11.12	4.65	9.7	1.91	2.01	1
M704_10	3.47	13.07	6.57	9.35	2.32	1.6	1
M705_01	1.9	9.77	4.35	8.5	NaN	NaN	1
M705_02	2.13	10.08	4.55	8.67	NaN	NaN	1
M706_01	3.16	12.08	5.96	8.83	2.37	1.93	1
M706_02	3.9	10.61	4.85	9.38	NaN	NaN	1
M706_03	3.73	12.8	5.19	9.51	1.88	2.18	1
M706_04	3.5	11.2	5.21	8.27	2.34	2.06	1
M706_05	3.66	12.98	5.87	9.41	2.19	2.21	1
M706_06	3.73	11.48	5.45	9.69	2.3	2.48	2
M706_07	3.53	13.23	6.48	9.47	2.25	2.24	1
M706_08	3.66	9.79	4.15	7.75	1.91	1.82	1
M706_09	3.76	11.85	5.46	9.64	2.6	2.71	1
M706_10	3.03	11.84	5.91	8.66	2.17	2.09	1
M707_01	3.03	12.25	4.99	9.55	2.33	3.31	1
M707_02	2.96	10.84	5.2	9.14	3.29	3.32	1
M707_03	2.92	12.45	5.44	10.23	2.73	3.02	1
M707_04	2.74	12.37	5.78	9.86	2.34	2.66	1
M707_05	3.04	11.61	4.66	10	2.55	3.1	1
M707_06	2.88	11.69	5.28	9.46	NaN	NaN	1
M707_07	2.9	12.66	5.23	9.7	2.88	2.89	1
M707_08	2.91	10.41	5.37	8.99	2.41	2.35	1
M707_09	3.37	12.39	5.39	11.46	2.58	3.2	2
M707_10	3.3	11.26	5.22	8.11	2.76	3.36	1
M708_01	3.16	11.74	5.79	9.6	NaN	NaN	1
M708_02	3.26	11.69	6.11	9.71	2.68	2.84	1
M708_03	2.8	9.83	4.67	8.74	2.26	2.52	1
M708_04	3.23	11.84	4.99	9.33	2.48	2.75	1
M708_05	2.75	8.3	4.43	7.15	1.97	2.88	1
M708_06	2.96	9.85	4.48	7.8	2.25	2.73	1
M708_07	2.93	10.24	5.07	8.88	2.46	2.91	1
M708_08	2.77	10.32	5.54	7.76	2.31	3	1
M708_09	2.61	9.37	4.37	8.48	NaN	NaN	1
M709_01	2.84	11.6	5.22	9.53	2.58	3.15	1
M709_02	2.84	12.25	5.83	10.04	2.65	2.64	1
M709_03	3.16	11.47	6.05	9.29	NaN	NaN	1
M709_04	3.1	13.19	6.9	9.48	1.89	2.24	1
M709_05	3.06	13.6	6.12	9.73	2.24	2.67	1
M709_06	3.16	11.33	5.1	8.96	2.84	2.98	1
M709_07	2.93	13.2	6.3	9.87	3.05	3.26	1
M709_08	2.99	11.64	6.3	8.87	NaN	NaN	1
M710_01	2.68	13.06	5.8	9.94	NaN	NaN	1
M710_02	3.14	14.13	6.45	11.59	NaN	NaN	1
M710_03	3.8	14.05	5.86	10.5	2.42	2.22	1
M710_04	3.27	13.34	6.72	10.13	2.13	2.17	1
M710_05	3.89	13.1	6.29	10.65	2.36	2.31	1
M710_06	3.57	12.22	5.33	10.5	2.57	2.08	1
M710_07	3.84	13.37	4.73	10.42	1.82	1.87	1
M710_08	3.57	12.24	5.46	9.45	2.22	2.28	1
M710_09	3.54	13.89	6.41	10.73	2.16	2.24	1
M710_10	2.73	12.05	5.22	9.63	NaN	NaN	1
M711_01	2.93	10.38	3.81	9.16	NaN	NaN	1
M711_02	3.04	10.13	4.64	8.4	2.45	3.18	1
M711_03	3.1	10.69	5.04	8.33	2.57	3.27	1
M711_04	2.96	11.56	5.89	9.8	2.71	3.11	1
M711_05	2.59	9.82	4.23	8.37	2.34	2.9	1
M711_06	3.06	11.85	4.95	8.63	2.67	2.75	1
M711_07	3	12.88	5.86	9.93	2.51	2.63	1
M711_08	2.63	11.68	5.29	9.27	2.87	2.8	1
M711_09	2.82	11.3	5.98	10.18	2.47	3.06	2
M711_10	2.5	12	5.45	9.32	NaN	NaN	1
M712_01	3.05	11.54	5.44	10.79	2.79	2.83	1
M712_02	3.3	11.06	4.1	9.26	2.68	2.85	1
M712_03	3.58	10.11	5.43	9.69	1.68	2.79	2
M712_04	3.15	11.99	5.82	10.38	2.46	2.6	1
M712_05	3.63	11.73	5.76	11.24	2.22	1.97	2
M712_06	3.23	11.74	5.7	10.57	2.05	2.6	2
M712_07	3.13	9.38	5.87	7.84	1.78	3.38	1
M712_08	3.28	11.18	5.93	9.17	3.18	3.58	1
M712_09	3.37	13.1	7.01	10.97	2.13	2.99	2
M712_10	2.3	9.23	4.2	7.3	2.08	2.6	1
M901_01	3	10.8	4.67	7.86	2.25	2.31	1
M901_02	3.2	11.92	6.38	9.56	1.41	2.15	1
M901_03	2.37	10.82	5.24	7.95	NaN	NaN	1
M901_04	3.33	13.15	6.19	9.59	NaN	NaN	1
M901_05	2.81	10.36	4.76	9.87	NaN	NaN	2
M901_06	2.48	11.56	4.81	8.88	2.27	2.3	1
M901_07	2	8.65	2.59	7.18	NaN	NaN	1
M901_08	2.86	12.55	6.87	8.47	2.38	2.28	1
M902_01	3.13	11.5	5.83	9.83	2.4	2.06	1
M902_02	3.56	10.68	5.88	8.8	2.58	2.29	1
M902_03	3.43	11.1	5.94	10.11	2.14	2.5	1
M902_04	3.53	10.49	6.6	7.81	NaN	NaN	1
M902_05	3.27	10.85	6.02	8.12	NaN	NaN	1
M902_06	3.16	8.93	4.86	6.88	1.85	2.02	1
M902_07	3.5	9.1	3.68	7.44	2.29	2.53	1
M902_08	3.46	8.72	4.16	6.71	2.5	2.63	1
M902_09	3.17	8.61	3.31	6.64	NaN	NaN	1
M902_10	2.56	8.97	4.66	6.84	NaN	NaN	1
M903_01	2.68	10.7	6.39	8.15	NaN	NaN	1
M903_02	2.76	12.4	5.84	10.58	2.52	3.11	1
M903_03	2.33	11.37	5.51	8.58	2.6	2.68	1
M903_04	2.69	10.45	4.76	8.44	2.52	3.22	1
M903_05	2.46	11.08	5.16	9.48	NaN	NaN	1
M903_06	2.56	10.35	5.48	8.57	NaN	NaN	1
M903_07	2.99	11.98	5.92	9.23	2.41	2.91	1
M903_08	2.48	9.9	4.67	8.24	2.05	3.04	1
M903_09	2.93	11.99	5.74	8.79	2.16	3.05	1
M903_10	2.54	12.18	5.8	8.67	2.4	3.1	1
M904_01	3.03	12.63	6.26	9.4	2.97	2.78	1
M904_02	2.46	10.43	4.24	8.42	3.09	3.49	1
M904_03	2.71	10.56	4.21	8.21	NaN	NaN	1
M904_04	3.53	11.18	4.44	8.37	2.84	3.45	1
M904_05	2.56	11.46	5.87	8.72	1.86	1.97	1
M904_06	2.86	11.13	4.79	8.22	2.44	3.6	1
M904_07	2.6	12.14	5.99	8.71	2.62	2.06	1
M905_01	2.94	11.92	5.67	8.87	2.84	2.7	1
M905_02	2.71	11.43	6.03	9.12	2.78	2.72	1
M905_03	2.96	11.25	5.84	9.92	2.64	2.48	1
M905_04	2.93	12.41	6.74	9.26	2.59	3.41	1
M905_05	2.8	11.75	5.75	9.21	2.58	3.36	1
M905_06	2.81	12.31	4.51	9.72	3.09	3.14	1
M905_07	2.81	11.18	6.75	8.42	2.52	3.38	1
M905_08	2.81	12.21	5.54	8.35	2.94	3.13	1
M905_09	2.57	12.72	6.8	10.15	NaN	NaN	1
M905_10	2.36	12.79	5.9	9.83	NaN	NaN	1
M906_01	4.02	13.19	7.08	10.28	2.49	2.96	1
M906_02	3.83	12.82	6.15	9.45	2.61	2.82	1
M906_03	2.63	10.23	4.45	8	2.29	2.79	1
M906_04	3.13	11.85	6.14	8.92	NaN	NaN	1
M906_05	2.8	11.17	5.68	8.73	2.71	2.55	1
M906_06	3.04	12.48	6.01	8.93	1.94	2.6	1
M906_07	3.62	12.68	6	10.66	2.78	2.82	1
M906_08	3.19	12.41	5.95	9.25	2.47	2.61	1
M906_09	3.21	12.38	4.12	10.7	2.55	3.01	1
M906_10	2.92	11.86	6.17	9.63	2.12	3.28	1
R001_01	2.97	10.64	5.09	8.52	2.9	2.25	1
R001_02	2.73	11.26	5.11	7.63	2.54	2.3	1
R001_03	2.98	11.47	6.63	9.28	2.16	1.7	1
R001_04	3.06	11.42	5.16	8.37	3.08	2.73	1
R001_05	2.86	10.23	5.63	7.18	NaN	NaN	1
R001_06	2.84	8.87	6.16	7.75	NaN	NaN	1
R001_07	3.12	11.62	6.68	8.02	2.63	2.91	1
R001_08	3.17	11.71	8.23	8.73	NaN	NaN	1
R001_09	2.86	10.77	6.32	8.13	2.45	2.23	1
R002_01	2.5	10.61	6.54	7.99	1.77	2.28	1
R002_02	3.25	11.75	7.26	7.24	NaN	NaN	1
R002_03	2.63	10.58	6.49	7.57	NaN	NaN	1
R002_04	2.89	11.08	6.95	7.33	1.86	2.91	1
R002_05	2.46	10.74	4.7	7.37	NaN	NaN	1
R002_06	2.7	9.96	6.04	7.11	2.8	2.87	1
R002_07	2.58	10.8	5.6	7.47	NaN	NaN	1
R002_08	2.73	11.92	8.18	8.01	NaN	NaN	1
R002_09	3.04	10.33	6.24	6.66	NaN	NaN	1
R002_10	2.3	9.79	5.27	7	2.25	2.8	1
R003_01	2.93	12.77	5.83	7.49	2.57	2.93	1
R003_02	2.94	11.76	6.46	8.48	NaN	NaN	1
R003_03	2.85	12.23	9.09	7.68	NaN	NaN	1
R003_04	3.26	12.65	6.72	7.92	NaN	NaN	1
R003_05	2.9	11.61	6.6	8.18	NaN	NaN	1
R003_06	2.68	12.13	6.83	7.86	NaN	NaN	1
R003_07	3.1	12.71	7.34	8.51	NaN	NaN	1
R003_08	2.43	12.05	6	8.93	NaN	NaN	1
R003_09	3.15	12.3	7.12	8.64	NaN	NaN	1
R005_01	2.74	10.84	5.49	8.1	NaN	NaN	1
R005_02	2.56	10.86	7.17	8.42	NaN	NaN	1
R005_03	2.54	10.94	5.74	9.04	NaN	NaN	1
R005_04	2.77	10	4.99	7.59	NaN	NaN	1
R005_05	3.04	10.83	5.24	8.8	NaN	NaN	1
R005_06	2.66	10.86	7.92	8.32	1.99	1.99	1
R005_07	3.33	10.42	6.04	8.82	NaN	NaN	2
R006_01	3.32	11.28	6.39	9.02	NaN	NaN	1
R006_02	3.23	9.07	4.58	8.12	2.7	2.88	1
R006_03	2.75	9.93	5.4	8.24	NaN	NaN	1
R006_04	2.55	9.77	4.61	8.26	NaN	NaN	1
R006_05	3.31	12.04	6.15	9.29	NaN	NaN	1
R006_06	3.35	10.17	6.77	8	NaN	NaN	1
R006_07	2.87	10.46	5.65	6.06	2.39	2.5	1
R006_08	3.04	12.15	5.33	8.87	NaN	NaN	1
R006_09	3.54	10.75	4.53	8.35	2.6	2.24	1
R006_10	3.02	10.04	4.77	8.91	3.04	3.07	2
R101_01	3.29	8.43	3.73	6.76	NaN	NaN	1
R102_01	2.61	10.04	4.39	8.44	NaN	NaN	1
R102_02	3.07	11.34	5.67	8.43	NaN	NaN	1
R105_01	2.36	8.73	5.57	6.16	NaN	NaN	1
R105_02	2.98	8.98	5.74	6.15	NaN	NaN	1
R105_03	2.87	9.16	4.78	6.43	NaN	NaN	1
R105_04	2.95	9.49	5.24	7.37	2.69	1.88	1
R105_05	3.09	8.75	5.25	7.23	3.3	2.17	1
R105_06	2.89	9.9	4.05	7.73	3.15	2.35	1
R105_07	3.11	9.08	4.77	7.83	3.11	2.54	1
R105_08	2.11	9.16	5.54	7.42	NaN	NaN	1
R105_09	2.97	8.81	4.74	6.02	2.93	2.6	1
R105_10	2.23	9.28	3.75	7.32	NaN	NaN	1
R106_01	2.8	8.85	5.52	7.44	3.59	2.32	1
R106_02	2.78	8.2	4.59	6.43	NaN	NaN	1
R106_03	2.7	9.38	5.45	6.39	3.24	2.78	1
R106_04	2.93	9.04	5.04	6.53	2.25	1.93	1
R107_01	3.14	10.78	4.41	8.82	3.34	2.21	1
R401_01	3.03	10.71	5.62	7.96	3.89	3.81	2
R401_02	3.06	9.67	4.56	6.61	3.54	2.98	2
R402_01	2.7	8.99	5.38	5.59	3.5	3.23	1
R403_01	2.25	12.51	6.33	8.35	NaN	NaN	1
R403_02	2.34	9.67	4.22	7.46	NaN	NaN	2
R403_03	2.7	12.21	5.47	8.77	NaN	NaN	1
R501_01	2.5	11.24	6.04	7.78	NaN	NaN	1
R501_02	2.49	10.45	4.14	7.12	NaN	NaN	1
R501_03	2.94	10.41	5.94	8.75	NaN	NaN	1
R501_04	2.45	10.8	5.48	7.74	NaN	NaN	1
R501_05	2.5	10.39	6.37	6.69	1.7	2.53	1
R501_06	2.79	11.14	4.67	8.39	2.63	2.38	1
R501_07	2.88	9.67	4.02	7.56	1.65	2.52	1
R501_08	2.76	11.66	6.35	8.77	3.23	3.03	1
R502_01	3.39	12.64	6.25	10.69	NaN	NaN	2
R502_02	3.09	12.76	6.27	10.01	NaN	NaN	1
R502_03	3.25	12.21	6.04	8.93	2.83	3.8	1
R502_04	3.17	12.72	6.78	9.26	4.19	3.52	1
R502_05	2.75	13.55	6.89	9.78	NaN	NaN	1
R502_06	3.36	12.28	5.25	10.47	NaN	NaN	1
R502_07	2.96	12.81	4.31	9.97	NaN	NaN	1
R502_08	3.04	12.91	6.63	10.41	NaN	NaN	1
R502_09	3.3	13.47	6.24	9.66	3.68	3.51	1
R502_10	3.34	13.96	8.31	9.11	NaN	NaN	1
R504_01	2.88	10.66	4.71	7.87	2.46	2.37	1
R504_02	2.76	12.15	7.22	9.35	2.87	3.24	1
R504_03	2.88	12.16	5.9	9.15	2.81	2.78	1
R504_04	2.69	11.83	6.36	8.7	2.5	3.06	1
R504_05	2.86	8.22	4.4	7.92	2.52	2.73	2
R504_06	2.96	11.93	5.2	9.72	3.45	3.02	1
R504_07	2.98	11.74	5.47	9.17	NaN	NaN	1
R504_08	3.03	7.78	2.97	6.5	2.59	3.36	1
R505_01	2.16	9.72	5.66	7.72	NaN	NaN	1
R505_02	2.83	9.5	4.58	7.16	NaN	NaN	1
R505_03	2.78	10.06	4.92	8.18	NaN	NaN	1
R505_04	2.73	10.13	4.03	7.02	NaN	NaN	1
R505_05	2.5	9.22	3.5	6.74	NaN	NaN	1
R505_06	2.54	9.53	5.09	7.28	NaN	NaN	1
R505_07	2.62	9.99	4.83	7.96	NaN	NaN	1
R505_08	2.57	10.36	4.56	6.84	NaN	NaN	1
R505_09	2.87	9.84	3.65	6.64	NaN	NaN	1
R505_10	2.98	9.36	4.69	6.46	NaN	NaN	1
R506_01	2.58	12.22	6.13	9.84	NaN	NaN	1
R506_02	3.33	13.6	5.9	10.48	3.8	3.94	1
R506_03	3.3	10.6	5.74	8.7	NaN	NaN	1
R506_04	2.96	14.26	6.32	9.82	NaN	NaN	1
R506_05	2.73	12.45	6.93	8.63	NaN	NaN	1
R506_06	2.93	13.88	7.01	9.48	NaN	NaN	1
R506_07	2.33	12.93	5.81	9.05	NaN	NaN	1
R506_08	2.93	12.12	4.75	8.8	NaN	NaN	1
R506_09	2.22	14.19	7.09	9.36	NaN	NaN	1
R507_01	3.3	12.01	5.96	10.33	NaN	NaN	2
R507_02	2.76	11.97	5.94	8.38	NaN	NaN	1
R507_03	2.89	11.21	4.6	9.31	NaN	NaN	1
R507_04	3.2	13.88	5.97	9.92	NaN	NaN	1
R507_05	2.82	12.54	6.6	9.02	NaN	NaN	1
R507_06	2.91	12.26	5.63	9.4	NaN	NaN	1
R507_07	2.76	11.57	5.28	9.31	NaN	NaN	1
R507_08	3.24	11.71	4.77	8.55	NaN	NaN	1
R507_09	3.23	11.6	4.59	9.47	NaN	NaN	1
R507_10	2.59	11.79	4.69	9.74	NaN	NaN	1
R508_01	2.83	10.42	5.45	8.32	NaN	NaN	2
R508_02	2.97	10.72	4.6	8.04	NaN	NaN	1
R508_03	2.91	10.4	4.88	7.73	NaN	NaN	1
R508_04	2.75	10.96	4.46	7.82	NaN	NaN	1
R508_05	2.78	11.66	5.8	8.51	NaN	NaN	1
R508_06	3.08	11.2	5.85	8.58	4.34	4.46	1
R508_07	2.33	10.05	7.51	7.09	NaN	NaN	1
R508_08	2.84	11.48	6.11	7.59	NaN	NaN	1
R508_09	2.58	8.85	4.04	6.92	NaN	NaN	1
R508_10	2.65	10.09	4.45	7.22	NaN	NaN	2
R510_01	3.47	14.06	8.67	10	2.98	4.23	1
R510_02	3.31	12.73	6.42	9.8	NaN	NaN	1
R510_03	3.22	11.04	4.71	9.61	NaN	NaN	1
R510_04	3.56	13.09	5.19	9.9	NaN	NaN	1
R510_05	3.28	11.45	6.38	10.24	2.72	3.99	1
R510_06	3.03	11.95	6.95	9.66	NaN	NaN	1
R510_07	3.16	13.74	6.49	10.51	NaN	NaN	1
R601_01	3.86	12.17	6.47	8.32	NaN	NaN	1
R602_01	3.17	11.57	6.52	8.24	3.46	3.88	1
R602_02	2.96	11.97	5.55	8.23	4.37	4.58	1
R602_03	3.93	10.66	5.49	7.37	3.6	3.87	1
R602_04	3.36	9.82	5.34	7.37	3.24	4.15	1
R602_05	4.03	11.05	5.52	7.32	3.82	3.75	1
R602_06	3.1	9.64	4.64	6.58	2.94	3.63	1
R602_07	2.83	9.17	4.85	6.98	2.96	3.46	1
R602_08	2.89	8.94	4.8	6.21	2.67	3.07	1
R602_09	3.5	8.54	3.89	5.89	NaN	NaN	1
R602_10	2.9	10.67	5.3	6.9	NaN	NaN	1
R603_01	4.46	13.47	6.09	9.13	2.64	2.77	1
R603_02	4.34	13.88	6.11	10.04	2.72	3.25	1
R603_03	4.13	14.24	6.58	10.25	2.35	4	1
R603_04	4.38	13.9	7.9	9.44	2.24	3.28	1
R603_05	3.59	12	7.09	8.82	2.09	2.54	1
